employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,terminated,year_at_comp,year_current_role,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,hourly_rate,monthly_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
120,F,1992,31,Married,7,Manufacturing Director,Research & Development,No,10,,Part Time,No,,No,3,1,2,"4,0",8,9,,2,89430.0,7452.5,922.6904761904764,,"19376,50$",24,3,2,3,1,"3,0",1,"10,0"
121,M,1984,39,Married,7,Manager,Research & Development,No,21,,Full Time,Yes,,,5,1,2,"3,0",13,3,,2,192720.0,16060.0,1988.3809523809523,,"41756,00$",15,3,2,4,1,"3,0",1,
122,M,1978,45,,8,Research Scientist,Research & Development,No,10,,Part Time,Yes,travel_rarely,No,2,2,3,"3,0",9,8,,4,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",14,4,3,4,1,"3,0",9,"12,0"
123,F,1993,30,,5,Sales Executive,Sales,No,10,,,Yes,travel_rarely,,2,3,2,"3,0",1,2,Marketing,3,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",13,4,2,3,3,"3,0",1,"10,0"
124,F,1992,31,,7,Manufacturing Director,Research & Development,No,11,,Part Time,No,,,3,0,2,"3,0",4,10,Medical,4,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",14,3,3,4,3,"2,0",1,"11,0"
125,M,1987,36,Married,3,Sales Executive,Sales,No,13,,Part Time,Yes,,No,3,1,2,"3,0",1,12,Medical,4,100071.84,8339.32,1032.4872861766066,,"21682,23$",11,1,2,4,1,"3,0",4,"16,0"
126,M,1987,36,Married,2,Sales Executive,Sales,No,10,,Part Time,Yes,travel_rarely,,3,2,2,"3,0",9,0,,2,100071.84,8339.32,1032.4872861766066,,"21682,23$",13,2,2,3,2,"3,0",1,"10,0"
127,F,1968,55,Single,18,Manager,,No,10,,Full Time,Yes,travel_rarely,No,4,0,2,"4,0",7,7,,5,153407.07,12783.92,1582.7713464696226,197.8464183087028,"33238,20$",23,1,3,2,4,"3,0",3,"37,0"
128,M,1988,35,,1,Sales Executive,Sales,No,11,,Part Time,Yes,,,2,0,2,"3,0",6,9,,3,53914.11,4492.84,556.2566609977324,,"11681,39$",11,2,3,3,3,"3,0",9,"15,0"
129,M,1981,42,Married,24,Manufacturing Director,Research & Development,No,10,,Part Time,No,travel_rarely,,3,1,5,"4,0",5,8,Medical,3,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",21,4,3,1,4,"2,0",1,"10,0"
130,M,1971,52,Divorced,6,Research Scientist,Research & Development,No,10,,Full Time,Yes,travel_rarely,Yes,2,2,3,,6,9,,2,55770.0,4647.5,575.4047619047619,71.92559523809524,"12083,50$",12,4,3,1,2,"3,0",3,"18,0"
131,M,1974,49,,18,Research Director,Research & Development,No,31,,Full Time,Yes,,Yes,5,1,5,"3,0",0,9,Life Sciences,4,191324.62,15943.72,1973.9841269841268,246.74801587301585,"41453,67$",17,4,2,3,3,"3,0",1,
132,M,1989,34,Married,1,Research Scientist,Research & Development,No,10,,Part Time,Yes,travel_rarely,No,1,1,4,"3,0",8,8,,5,26910.0,2242.5,277.6428571428572,,"5830,50$",12,2,3,4,4,"2,0",1,
133,M,1990,33,Single,1,Research Scientist,Research & Development,Yes,10,,Part Time,No,travel_rarely,,1,0,2,"3,0",7,8,Other,4,28111.13,2342.59,290.03550973654063,,"6090,75$",13,4,3,4,3,"2,0",1,"10,0"
134,M,1990,33,Married,7,Research Director,Research & Development,No,13,,,Yes,,No,3,0,3,"3,0",3,7,Medical,3,100071.84000000001,8339.32,1032.4872861766066,,"21682,23$",11,3,3,3,4,"4,0",0,
135,F,1970,53,,23,Research Director,Research & Development,No,12,,Full Time,Yes,travel_rarely,No,4,0,0,"3,0",3,8,,4,153407.07,12783.92,1582.7713464696226,,"33238,20$",18,4,3,4,3,"3,0",6,"33,0"
136,F,1974,49,Married,8,Laboratory Technician,Research & Development,No,26,,Part Time,No,travel_rarely,,3,1,3,"3,0",1,7,Other,2,74030.0,6169.17,763.8015873015873,,"16039,83$",11,1,3,2,3,"2,0",4,"29,0"
137,M,1988,35,,-21,Sales Executive,Sales,No,10,,Part Time,No,,,3,1,2,"3,0",0,8,,4,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",13,21,3,4,2,"3,0",6,
138,F,1985,38,Married,17,Healthcare Representative,Research & Development,No,19,,Part Time,No,travel_rarely,,3,1,4,"3,0",1,9,Life Sciences,1,88230.0,7352.5,910.3095238095236,113.78869047619048,"19116,50$",18,3,2,3,1,"2,0",0,"20,0"
139,M,1977,46,Married,3,Manager,Sales,No,12,,Full Time,No,,No,4,1,3,"3,0",4,9,Marketing,1,153407.07,12783.92,1582.7713464696226,,"33238,20$",12,1,3,3,4,"3,0",3,
140,M,1987,36,Single,18,Manufacturing Director,Research & Development,No,11,,Part Time,No,non-travel,,2,0,0,"4,0",0,9,,4,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",20,1,3,4,1,"3,0",2,"18,0"
141,M,1981,42,Single,-15,Sales Executive,Sales,Yes,21,,Full Time,Yes,travel_frequently,,4,0,2,,13,14,Life Sciences,3,153407.07,12783.92,1582.7713464696226,,"33238,20$",12,15,3,1,2,"2,0",0,
142,M,1989,34,Single,1,Healthcare Representative,Research & Development,No,13,,,Yes,travel_frequently,No,2,0,3,"4,0",4,9,,3,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",20,4,2,1,3,"3,0",0,"14,0"
143,M,1993,30,,1,Research Scientist,Research & Development,No,11,,,Yes,travel_rarely,Yes,1,1,2,"4,0",5,7,Medical,3,35790.0,2982.5,369.2619047619048,,"7754,50$",21,4,3,2,1,"3,0",0,"12,0"
144,M,1969,54,Married,3,Research Director,Research & Development,No,10,,Full Time,Yes,travel_rarely,No,4,0,2,"3,0",0,9,Life Sciences,3,177790.0,14815.83,1834.3412698412696,,"38521,17$",14,4,3,4,1,"3,0",3,"36,0"
145,F,1992,31,Single,24,Healthcare Representative,Research & Development,No,10,,Part Time,No,travel_rarely,No,2,0,2,,1,8,Medical,3,53914.11,4492.84,556.2566609977324,,"11681,39$",19,3,2,1,2,"3,0",1,"10,0"
146,M,1979,44,Married,5,Manager,,No,22,,Full Time,Yes,,No,5,1,5,"3,0",3,10,,3,182130.0,15177.5,1879.119047619048,,"39461,50$",11,2,3,2,3,"3,0",7,"26,0"
147,M,1968,55,Divorced,8,Healthcare Representative,Research & Development,No,33,,Full Time,No,non-travel,Yes,4,1,3,"3,0",15,0,,1,135770.0,11248.89,1400.8015873015877,175.10019841269843,"29416,83$",15,4,2,2,4,"3,0",1,
148,M,1979,44,Divorced,4,Manager,,No,25,,Full Time,No,travel_rarely,No,5,2,4,"3,0",14,13,Life Sciences,2,191900.0,15991.67,1979.920634920635,247.49007936507937,"41578,33$",14,3,4,1,4,"2,0",1,
149,M,1989,34,,11,Human Resources,Human Resources,No,10,,,Yes,travel_frequently,No,2,2,5,"3,0",1,8,Life Sciences,3,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",11,3,2,2,4,"4,0",4,"14,0"
150,F,1984,39,Divorced,13,Manager,,No,19,,Full Time,No,,Yes,4,2,4,"3,0",15,2,,4,171230.0,13859.166666666666,1766.65873015873,220.8323412698413,"37099,83$",13,3,2,2,4,"3,0",6,
151,F,1968,55,,2,Manager,,No,19,,Full Time,Yes,travel_rarely,,5,1,5,,9,11,Medical,2,191870.0,15989.17,1979.6111111111115,,"41571,83$",14,4,1,3,4,"3,0",4,"23,0"
152,M,1972,51,,5,Manager,,No,33,,Full Time,Yes,,,4,1,2,"3,0",0,10,Life Sciences,3,153407.07,12783.92,1582.7713464696226,197.8464183087028,"33238,20$",11,3,3,2,2,"3,0",1,
153,F,1965,58,Married,-14,Manufacturing Director,Research & Development,Yes,10,,,Yes,,,3,0,0,"3,0",5,9,Medical,4,100071.84000000001,8340.0,1032.571428571429,,"21684,00$",14,14,2,1,4,"2,0",7,
154,M,1975,48,Single,4,Manufacturing Director,Research & Development,No,10,,Part Time,Yes,,No,3,0,2,"3,0",0,8,Life Sciences,3,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",11,4,3,4,3,"3,0",1,"11,0"
155,M,1994,29,Single,17,Human Resources,Human Resources,No,10,,Part Time,No,travel_rarely,,3,0,3,"3,0",0,9,,3,79880.0,6656.67,824.1587301587302,,"17307,33$",13,2,2,1,1,"2,0",1,
156,M,1989,34,Single,3,Sales Executive,Sales,No,13,,Part Time,Yes,,No,2,0,2,,3,12,Other,3,53914.11,4492.84,556.2566609977324,,"11681,39$",18,4,1,1,4,"3,0",3,"15,0"
157,F,1981,42,,9,Laboratory Technician,Research & Development,No,12,,,Yes,travel_frequently,,1,0,3,"3,0",5,8,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",13,1,3,4,3,"3,0",1,"12,0"
158,M,1966,57,Married,1,Research Scientist,Research & Development,No,12,,Part Time,Yes,travel_rarely,No,2,1,2,"4,0",2,8,Life Sciences,2,53914.11,4492.84,556.2566609977324,,"11681,39$",24,2,4,3,1,"2,0",0,"13,0"
159,F,1989,34,Single,24,Sales Executive,Sales,Yes,15,,Part Time,No,travel_rarely,Yes,2,0,2,"4,0",10,10,,4,53914.11,4492.84,556.2566609977324,,"11681,39$",23,1,2,2,3,"4,0",0,"16,0"
160,F,1969,54,,11,Manager,,No,14,,,Yes,travel_frequently,No,4,1,2,,1,12,Medical,4,153407.07,12783.92,1582.7713464696226,,"33238,20$",20,2,3,4,1,"3,0",3,"26,0"
161,M,1989,34,,1,Sales Executive,Sales,No,10,,Part Time,No,travel_rarely,,3,0,3,"3,0",8,6,,3,70830.0,5902.5,730.7857142857142,91.34821428571428,"15346,50$",14,4,2,3,4,"3,0",1,
162,M,1994,29,Single,3,Laboratory Technician,Research & Development,No,10,,,Yes,,,1,0,3,"3,0",1,5,Medical,1,47280.0,3935.83,487.2936507936508,,"10233,17$",18,2,3,1,4,,1,
163,M,1988,35,,28,Laboratory Technician,Research & Development,No,10,,Part Time,Yes,travel_rarely,,2,2,3,,6,8,Life Sciences,3,34070.0,2839.17,351.51587301587307,,"7381,83$",17,2,4,3,4,"2,0",1,
164,M,1988,35,,12,Sales Executive,Sales,Yes,11,,Part Time,Yes,,,2,0,2,"4,0",6,7,Other,4,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",24,4,3,4,1,"4,0",3,"13,0"
165,F,1989,34,Married,19,Research Scientist,Research & Development,No,10,,Full Time,Yes,travel_rarely,No,1,0,3,"3,0",8,7,Life Sciences,3,29290.0,2440.83,302.1984126984127,37.77480158730159,"6346,17$",12,2,2,4,2,"3,0",1,"10,0"
166,M,1980,43,,2,Sales Executive,Sales,No,10,,Part Time,No,,Yes,2,1,3,"3,0",8,8,,3,53914.11,4492.84,556.2566609977324,,"11681,39$",17,4,3,4,1,"3,0",1,"10,0"
167,M,1965,58,Divorced,2,Manager,,No,16,,Full Time,Yes,non-travel,No,4,1,0,"4,0",14,14,Medical,3,153407.07,12783.92,1582.7713464696226,197.8464183087028,"33238,20$",22,2,3,2,4,"2,0",4,"37,0"
168,F,1987,36,Married,-14,Sales Executive,Sales,No,10,,Part Time,No,travel_rarely,Yes,2,1,4,"3,0",1,7,,4,53914.11,4492.84,556.2566609977324,,"11681,39$",13,14,2,3,1,"3,0",1,"10,0"
169,M,1980,43,Married,11,Healthcare Representative,Research & Development,No,10,,Part Time,Yes,travel_rarely,,3,1,1,"3,0",0,9,Life Sciences,3,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",17,1,3,3,2,"3,0",1,"10,0"
170,M,1968,55,Married,26,Manager,,No,10,,Full Time,Yes,,Yes,5,1,0,"3,0",1,4,Human Resources,4,191324.62,15943.72,1973.9841269841268,246.74801587301585,"41453,67$",18,3,4,2,1,"3,0",4,"35,0"
171,M,1981,42,Single,23,Research Scientist,Research & Development,No,20,,,Yes,,,2,0,2,"3,0",3,7,,2,53914.11,4492.84,556.2566609977324,,"11681,39$",12,4,2,3,4,"3,0",1,"20,0"
172,F,1983,40,Married,11,Laboratory Technician,Research & Development,No,10,,,Yes,,,2,1,2,,9,4,Technical Degree,3,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",11,4,3,3,1,"4,0",1,"10,0"
173,M,1967,56,Married,7,Laboratory Technician,Research & Development,Yes,10,,Part Time,Yes,,No,1,1,4,"3,0",9,8,Technical Degree,2,28111.13,2342.59,290.03550973654063,,"6090,75$",11,4,3,3,4,"1,0",8,"14,0"
174,F,1984,39,,-33,Sales Executive,Sales,No,20,,Full Time,Yes,travel_rarely,,4,1,2,"3,0",9,6,Marketing,1,120310.0,10025.83,1241.2936507936508,,"26067,17$",11,33,2,4,1,"2,0",0,
175,F,1970,53,Married,2,Manager,,No,25,,Full Time,Yes,travel_rarely,No,4,0,3,"3,0",3,7,Life Sciences,4,154270.0,12855.83,1591.6746031746031,198.9593253968254,"33425,17$",16,1,2,4,3,"3,0",2,
176,M,1996,27,Single,8,Sales Executive,Sales,No,9,,,No,travel_frequently,No,3,0,0,"3,0",1,7,,3,100071.84000000001,8339.32,1032.4872861766066,,"21682,23$",15,4,3,3,4,"3,0",1,"9,0"
177,F,1993,30,,1,Laboratory Technician,Research & Development,No,12,,Part Time,Yes,travel_frequently,,2,0,2,"4,0",3,7,,2,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",23,3,3,4,4,,1,"12,0"
178,M,1988,35,Married,18,Sales Executive,Sales,No,9,,,Yes,,,3,1,3,"4,0",1,8,Life Sciences,5,100071.84000000001,8339.32,1032.4872861766066,,"21682,23$",22,2,3,1,4,"2,0",1,"9,0"
179,M,1991,32,Married,1,Manufacturing Director,Research & Development,No,9,,,Yes,travel_rarely,Yes,2,1,3,"4,0",7,8,Medical,3,61620.0,5135.0,635.7619047619048,,"13351,00$",22,1,3,4,2,"3,0",1,"9,0"
180,M,1993,30,Married,1,Laboratory Technician,Research & Development,No,10,,Part Time,No,travel_rarely,,2,2,1,"3,0",3,0,Life Sciences,1,51260.0,4271.67,528.8730158730159,,"11106,33$",12,4,2,4,3,,1,
181,M,1977,46,,9,Sales Executive,Sales,Yes,9,,Part Time,No,,No,3,0,3,"3,0",4,7,Medical,2,96190.0,8015.83,992.436507936508,124.0545634920635,"20841,17$",16,3,2,4,4,"3,0",1,"9,0"
182,F,1993,30,,4,Sales Executive,Sales,No,11,,Part Time,No,travel_rarely,Yes,2,3,4,"3,0",2,7,,2,53914.11,4492.84,556.2566609977324,,"11681,39$",12,3,2,2,2,"2,0",1,"11,0"
183,M,1991,32,Single,6,Sales Executive,Sales,No,11,,,Yes,,No,2,0,0,"3,0",5,7,,4,50263.333333333336,4175.0,516.9047619047619,,"10855,00$",16,2,3,3,1,"3,0",1,"12,0"
184,M,1988,35,Married,-37,Sales Executive,Sales,No,10,,Part Time,No,travel_rarely,,3,2,3,"3,0",0,6,Marketing,5,100071.84,8339.32,1032.4872861766066,,"21682,23$",13,3,3,2,1,"3,0",1,
185,F,1991,32,Single,8,Sales Executive,Sales,No,9,,Part Time,Yes,,,3,0,2,"3,0",3,7,Marketing,3,100071.84,8339.32,1032.4872861766066,,"21682,23$",14,2,3,4,4,"3,0",1,"9,0"
186,M,1982,41,Divorced,-34,Research Scientist,Research & Development,No,9,,Part Time,Yes,travel_rarely,No,1,1,2,"3,0",1,8,Life Sciences,3,28111.13,2342.59,290.03550973654063,,"6090,75$",12,1,3,3,1,"3,0",4,
187,F,1983,40,,4,Manager,,No,20,,Full Time,No,travel_rarely,No,5,1,2,"3,0",9,9,Medical,1,190330.0,15860.83,1963.7222222222224,,"41238,17$",14,4,3,3,2,"3,0",1,"21,0"
188,M,1978,45,Married,2,Manager,,No,20,,,Yes,,No,4,1,1,"4,0",11,8,,2,153407.07,12783.92,1582.7713464696226,,"33238,20$",23,1,2,4,4,"3,0",9,"22,0"
189,M,1991,32,Married,4,Sales Executive,Sales,Yes,14,,Full Time,No,travel_rarely,No,3,0,2,"3,0",9,8,,4,104000.0,8666.67,1073.015873015873,,"22533,33$",11,4,1,4,3,"2,0",1,"14,0"
190,M,1993,30,,1,Manufacturing Director,Research & Development,No,11,,Part Time,Yes,non-travel,No,3,0,2,"4,0",5,8,Life Sciences,1,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",22,3,2,3,3,"3,0",1,
191,M,1986,37,,11,Research Director,Research & Development,No,10,,Part Time,Yes,,,3,3,1,"3,0",0,7,,3,100071.84,8339.32,1032.4872861766066,,"21682,23$",14,2,3,4,3,"3,0",1,
192,M,1986,37,Divorced,4,Sales Representative,Sales,No,9,,,No,,No,1,1,2,"3,0",5,8,,4,27903.333333333332,2327.5,288.1666666666667,,"6051,50$",17,1,3,4,3,"3,0",4,"13,0"
193,M,1983,40,,24,Research Scientist,Research & Development,No,9,,,No,,No,2,2,3,"3,0",4,7,Technical Degree,2,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",17,1,3,4,1,"3,0",1,
194,F,1987,36,Married,24,Laboratory Technician,Research & Development,No,9,,Full Time,Yes,non-travel,,2,1,3,"3,0",0,8,,4,56740.0,4728.33,585.4126984126984,,"12293,67$",15,2,3,2,3,"3,0",7,"11,0"
195,M,1991,32,Married,7,Sales Executive,Sales,No,13,,Part Time,Yes,travel_rarely,,2,1,3,"3,0",4,8,Life Sciences,3,53914.11,4492.84,556.2566609977324,,"11681,39$",14,4,2,3,3,"2,0",1,"13,0"
196,F,1985,38,,25,Research Director,Research & Development,No,10,,Part Time,Yes,,,3,1,2,"3,0",0,1,Life Sciences,2,100071.84,8339.32,1032.4872861766066,,"21682,23$",17,1,2,2,3,"3,0",3,
197,F,1993,30,Married,28,Research Scientist,Research & Development,No,10,,Part Time,Yes,travel_rarely,No,2,2,2,"3,0",1,9,,2,53914.11,4492.84,556.2566609977324,,"11681,39$",13,4,3,4,4,"3,0",1,"11,0"
198,M,1984,39,,1,Manager,,No,21,,Full Time,Yes,,,5,1,3,"3,0",1,6,,1,191970.0,15943.72,1980.642857142857,247.5803571428572,"41593,50$",14,2,3,3,3,"3,0",1,"21,0"
199,F,1963,60,,7,Manager,,No,29,,Full Time,Yes,,No,5,0,5,"3,0",11,10,Life Sciences,3,191324.62,15943.72,1973.9841269841268,,"41453,67$",11,1,3,1,4,"1,0",5,"33,0"
200,F,1993,30,,22,Sales Executive,Sales,No,9,,Part Time,Yes,,,3,0,3,"3,0",7,8,Other,4,84120.0,7010.0,867.9047619047619,108.48809523809524,"18226,00$",11,3,3,1,3,"3,0",0,"10,0"
201,M,1992,31,Divorced,9,Manufacturing Director,Research & Development,No,13,,Part Time,Yes,travel_rarely,No,3,1,6,"4,0",0,8,,1,100071.84,8339.32,1032.4872861766066,,"21682,23$",25,3,3,2,4,"4,0",1,
202,M,1990,33,Single,3,Research Scientist,Research & Development,Yes,10,,Full Time,No,,Yes,1,0,3,"3,0",9,7,Life Sciences,3,33480.0,2790.0,345.42857142857144,43.17857142857143,"7254,00$",11,1,3,1,1,"3,0",1,
203,M,1973,50,Married,28,Laboratory Technician,Research & Development,No,20,,,Yes,,Yes,1,3,3,,3,8,Medical,1,28111.13,2342.59,290.03550973654063,,"6090,75$",11,4,4,3,3,"3,0",1,"20,0"
204,M,1991,32,,24,Laboratory Technician,Research & Development,No,10,,Part Time,Yes,,No,2,2,2,,4,7,Life Sciences,4,53090.0,4424.17,547.7539682539682,68.46924603174602,"11502,83$",15,1,3,4,4,"3,0",1,"10,0"
205,M,1981,42,,29,Manufacturing Director,Research & Development,No,9,,,Yes,,,2,1,3,"3,0",7,8,,3,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",13,2,3,2,4,"2,0",1,"10,0"
206,F,1974,49,Married,11,Sales Executive,Sales,Yes,9,,Part Time,No,,No,3,2,3,"3,0",7,7,Marketing,3,76540.0,6378.33,789.6984126984128,,"16583,67$",18,3,3,4,1,"4,0",1,
207,M,1996,27,Divorced,5,Research Director,Research & Development,No,9,,Full Time,Yes,,,3,1,3,"3,0",0,8,,1,128080.0,10673.33,1321.4603174603176,,"27750,67$",16,3,2,4,2,"3,0",1,
208,M,1990,33,Divorced,1,Sales Executive,Sales,No,9,,Part Time,Yes,travel_rarely,,2,1,5,,0,8,Medical,3,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",22,1,4,1,1,"3,0",1,"9,0"
209,F,1971,52,Married,-26,Manufacturing Director,Research & Development,No,9,,Full Time,No,,No,4,0,3,"4,0",0,0,,4,153407.07,12783.92,1582.7713464696226,,"33238,20$",22,3,2,4,3,"3,0",3,"31,0"
210,M,1991,32,,5,Sales Executive,Sales,No,10,,Part Time,Yes,,No,2,1,3,"3,0",5,3,Life Sciences,2,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",14,2,3,2,4,"3,0",1,"10,0"
211,M,1987,36,,14,Healthcare Representative,Research & Development,No,16,,Full Time,No,,,2,1,2,"3,0",4,11,Life Sciences,1,65860.0,5488.33,679.5079365079365,,"14269,67$",17,3,3,4,1,"2,0",0,
212,F,1992,31,,20,Sales Executive,Sales,No,9,,,No,non-travel,,2,1,2,"3,0",0,0,,2,53914.11,4492.84,556.2566609977324,,"11681,39$",13,4,3,3,4,"2,0",1,
213,M,1987,36,Single,2,Laboratory Technician,Research & Development,No,11,,Part Time,Yes,travel_rarely,No,1,0,6,"4,0",3,9,Medical,4,25190.0,2099.17,259.8968253968254,32.48710317460318,"5457,83$",21,3,3,3,3,"3,0",4,
214,M,1971,52,Married,1,Manager,,No,9,,Full Time,Yes,,,4,1,2,"3,0",7,8,Life Sciences,2,170990.0,13859.166666666666,1764.1825396825398,,"37047,83$",15,4,3,4,2,,2,"26,0"
215,M,1990,33,Single,17,Manager,,No,10,,Full Time,No,non-travel,,4,0,2,"3,0",6,0,,3,153407.07,12783.92,1582.7713464696226,,"33238,20$",11,4,3,3,4,"3,0",1,"10,0"
216,M,1978,45,,23,Laboratory Technician,Research & Development,No,9,,Part Time,Yes,non-travel,Yes,2,1,2,"3,0",0,8,Life Sciences,2,53914.11,4492.84,556.2566609977324,,"11681,39$",15,4,3,1,3,"3,0",1,"9,0"
217,F,1987,36,,12,Manufacturing Director,Research & Development,No,14,,Part Time,Yes,travel_rarely,,3,0,2,"3,0",7,8,,5,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",11,4,2,4,2,"2,0",0,"15,0"
218,M,1974,49,,8,Sales Executive,Sales,No,9,,Full Time,No,,,4,1,3,"3,0",2,3,,4,131200.0,10933.33,1353.6507936507935,,"28426,67$",17,4,2,2,2,"3,0",6,"22,0"
219,F,1994,29,,23,Sales Executive,Sales,Yes,11,,Part Time,Yes,,,3,1,3,,3,10,,1,100071.84,8339.32,1032.4872861766066,,"21682,23$",13,4,2,1,1,"1,0",1,"11,0"
220,F,1994,29,Married,6,Laboratory Technician,Research & Development,No,10,,,No,,,1,1,5,"3,0",0,8,,1,31206.666666666668,2609.17,323.03968253968253,,"6783,83$",13,2,3,4,1,"3,0",1,
221,F,1986,37,Married,1,Manufacturing Director,Research & Development,No,14,,Part Time,Yes,,,2,1,2,"3,0",3,11,Life Sciences,3,53914.11,4492.84,556.2566609977324,,"11681,39$",13,4,2,4,2,"2,0",1,"14,0"
222,M,1990,33,,10,Sales Executive,Sales,No,9,,Part Time,Yes,travel_rarely,,3,2,3,"3,0",0,8,,5,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",14,4,4,3,4,"3,0",0,
223,F,1989,34,Divorced,19,Laboratory Technician,Research & Development,No,11,,Part Time,Yes,travel_frequently,No,2,2,2,"3,0",5,10,Medical,3,44440.0,3637.5,458.50793650793656,,"9628,67$",13,3,3,2,3,"4,0",4,"15,0"
224,F,1995,28,Married,1,Laboratory Technician,Research & Development,No,9,,,Yes,non-travel,No,2,3,6,"3,0",7,5,,3,66763.33333333333,5561.67,688.5873015873016,,"14460,33$",11,3,1,4,1,"3,0",0,"10,0"
225,F,1992,31,,2,Sales Executive,Sales,No,10,,Part Time,Yes,non-travel,Yes,3,1,5,"3,0",9,6,,4,98520.0,8325.38,1016.4761904761906,,"21346,00$",19,4,3,3,1,"2,0",1,"10,0"
226,M,1981,42,,2,Manager,,No,20,,Full Time,No,non-travel,Yes,4,0,3,,2,10,Life Sciences,1,178610.0,14884.17,1842.801587301588,,"38698,83$",13,3,3,3,4,"2,0",0,"21,0"
227,M,1983,40,Single,2,Research Scientist,Research & Development,No,9,,Part Time,Yes,travel_rarely,,2,0,4,"3,0",8,8,Life Sciences,3,53914.11,4492.84,556.2566609977324,,"11681,39$",13,3,3,4,3,"3,0",1,"9,0"
228,F,1989,34,Single,15,Sales Executive,Sales,No,10,,,Yes,,,2,0,6,"3,0",9,6,Medical,2,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",12,3,3,1,4,"4,0",1,
229,F,1965,58,,1,Research Director,Research & Development,No,9,,Full Time,No,travel_rarely,,5,1,3,"4,0",1,5,,3,191324.62,15943.72,1973.9841269841268,,"41453,67$",21,4,3,1,3,"3,0",3,
230,F,1992,31,,1,Manufacturing Director,Research & Development,Yes,10,,,Yes,travel_frequently,,3,0,2,"3,0",4,7,,5,75223.33333333333,6205.0,768.2380952380953,,"16133,00$",11,3,4,2,1,"3,0",1,
231,M,1983,40,,8,Research Director,Research & Development,No,9,,Full Time,Yes,non-travel,No,3,1,5,"3,0",4,8,,1,137570.0,11464.17,1419.373015873016,,"29806,83$",11,4,2,2,3,"3,0",2,"16,0"
232,M,1970,53,Single,2,Research Director,Research & Development,No,9,,Full Time,Yes,,No,4,0,2,"3,0",8,8,Medical,3,165980.0,13831.67,1712.4920634920634,,"35962,33$",12,4,4,2,2,"2,0",4,"35,0"
233,M,1989,34,,15,Research Director,Research & Development,No,14,,Full Time,Yes,,,4,2,3,"3,0",6,9,,3,153407.07,12783.92,1582.7713464696226,197.8464183087028,"33238,20$",14,2,3,1,4,"2,0",7,"16,0"
234,F,1988,35,Single,16,Healthcare Representative,Research & Development,No,11,,,Yes,travel_rarely,No,3,0,3,"3,0",3,3,Life Sciences,3,100071.84000000001,8339.32,1032.4872861766066,,"21682,23$",19,4,2,2,4,"1,0",1,
235,M,1986,37,Married,13,Research Scientist,Research & Development,No,10,,Part Time,Yes,,,2,0,2,"3,0",3,7,,3,42850.0,3552.7766666666666,442.1031746031746,55.26289682539682,"9284,17$",17,1,3,4,1,"3,0",1,
236,M,1981,42,,2,Healthcare Representative,Research & Development,No,20,,Full Time,Yes,travel_frequently,Yes,3,1,3,"3,0",13,9,,3,101240.0,8339.546666666667,1044.5396825396826,,"21935,33$",14,4,3,4,3,"1,0",2,"24,0"
237,M,1978,45,Divorced,1,Healthcare Representative,Research & Development,No,10,,Part Time,Yes,,,3,3,4,"3,0",7,7,,4,100071.84,8339.32,1032.4872861766066,,"21682,23$",12,1,3,2,1,"3,0",1,
238,M,1993,30,Married,1,Sales Executive,Sales,Yes,10,,Full Time,Yes,travel_rarely,No,2,1,4,"3,0",6,7,,3,97140.0,8215.883333333333,1002.2380952380952,,"21047,00$",11,2,2,1,4,"3,0",1,
